Name,Store,Category,Price,Image URL,Product URL,Description
Blue Menu Free Run Large White Eggs 12 Pack,Zehrs,Dairy & Eggs,7.38,https://assets.shop.loblaws.ca/products/20992723001/b3/en/front/20992723001_front_a06_@2.png,https://www.zehrs.ca/blue-menu-free-run-large-white-eggs-12-pack/p/20992723001_EA,Blue Menu Free Run Large White Eggs 12 Pack come from hens that live in an open-concept barn environment. They're an excellent source of Omega-3 polyunsaturates and vitamins E and B12. ✓ Did you know…all PC® eggs are consciously sourced from farms using 100% cage-free spaces. Product Number: 20992723001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Extra Large Free Run Brown Eggs,Zehrs,Dairy & Eggs,7.48,https://assets.shop.loblaws.ca/products/20813937001/b3/en/front/20813937001_front_a06_@2.png,https://www.zehrs.ca/extra-large-free-run-brown-eggs/p/20813937001_EA,"These Canada Grade A eggs are exclusively from hens who live in an open-concept barn environment where they are free to roam, feed and nest. One of the most versatile ingredients in the kitchen, choose from our large eggs with 6 g of protein each or our extra large eggs with 7 g of protein each. Canada?s Food Guide considers 2 eggs to be one serving from the Meat and Alternatives food group. ✓ Did you know…all PC® eggs are consciously sourced from farms using 100% cage-free spaces. Product Number: 20813937001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Free Run Egg Whites,Zehrs,Dairy & Eggs,5.49,https://assets.shop.loblaws.ca/products/20821366001/b3/en/front/20821366001_front_a06_@2.png,https://www.zehrs.ca/free-run-egg-whites/p/20821366001_EA,"Our free-run liquid egg whites are the product of free-run hens that live in a barn environment with covered areas to lay, perch and roost. Like all egg whites, they’re fat-free, cholesterol-free and contain 7 g of protein per ¼ cup (63 g), making them a nutritional choice for breakfast and recipes. Product Number: 20821366001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Nature's Best White Eggs, Large",Zehrs,Dairy & Eggs,5.68,https://assets.shop.loblaws.ca/products/20814983001/b3/en/front/20814983001_front_a06_@2.png,https://www.zehrs.ca/nature-s-best-white-eggs-large/p/20814983001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20814983001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Grade A Premium White Eggs, Large",Zehrs,Dairy & Eggs,5.18,https://assets.shop.loblaws.ca/products/20822673001/b3/en/front/20822673001_front_a06_@2.png,https://www.zehrs.ca/grade-a-premium-white-eggs-large/p/20822673001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20822673001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Brown Eggs, Large",Zehrs,Dairy & Eggs,7.63,https://assets.shop.loblaws.ca/products/20822788001/b3/en/front/20822788001_front_a06_@2.png,https://www.zehrs.ca/brown-eggs-large/p/20822788001_EA,Product Number: 20822788001_EA
Naturegg NestlaidOmega 3 Large Size 12 Eggs,Zehrs,Dairy & Eggs,6.58,https://assets.shop.loblaws.ca/products/21069384001/b3/en/front/21069384001_front_a06_@2.png,https://www.zehrs.ca/naturegg-nestlaidomega-3-large-size-12-eggs/p/21069384001_EA,Large Omega 3 Shell Eggs Product Number: 21069384001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
"Organic Free Range Eggs, 18 Eggs",Zehrs,Dairy & Eggs,10.13,https://assets.shop.loblaws.ca/products/21572055001/b3/en/front/21572055001_front_a06_@2.png,https://www.zehrs.ca/organic-free-range-eggs-18-eggs/p/21572055001_EA,Product Number: 21572055001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
"Golden D White Eggs, Large",Zehrs,Dairy & Eggs,8.83,https://assets.shop.loblaws.ca/products/20819807001/b3/en/front/20819807001_front_a06_@2.png,https://www.zehrs.ca/golden-d-white-eggs-large/p/20819807001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20819807001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Blue Menu Free Run Large Brown Eggs 12 Pack,Zehrs,Dairy & Eggs,7.88,https://assets.shop.loblaws.ca/products/20812736001/b3/en/front/20812736001_front_a06_@2.png,https://www.zehrs.ca/blue-menu-free-run-large-brown-eggs-12-pack/p/20812736001_EA,Blue Menu Free Run Large Brown Eggs 12 Pack come from hens that live in an open-concept barn environment. They're an excellent source of Omega-3 polyunsaturates and vitamins E and B12. ✓ Did you know…all PC® eggs are consciously sourced from farms using 100% cage-free spaces. Product Number: 20812736001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Green Valley Eggs Size Large Free Run Brown,Zehrs,Dairy & Eggs,7.18,https://assets.shop.loblaws.ca/products/20821562001/b3/en/front/20821562001_front_a06_@2.png,https://www.zehrs.ca/green-valley-eggs-size-large-free-run-brown/p/20821562001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20821562001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Grade A Brown Eggs, Large",Zehrs,Dairy & Eggs,6.18,https://assets.shop.loblaws.ca/products/20822900001/b3/en/front/20822900001_front_a06_@2.png,https://www.zehrs.ca/grade-a-brown-eggs-large/p/20822900001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20822900001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Naturegg Simply Egg Whites,Zehrs,Dairy & Eggs,5.79,https://assets.shop.loblaws.ca/products/20820355001/b3/en/front/20820355001_front_a06_@2.png,https://www.zehrs.ca/naturegg-simply-egg-whites/p/20820355001_EA,"Liquid eggs, either with the yolks or without, are conveniently packaged and ready to use in your favourite breakfast recipes, cooked dishes, and desserts. Product Number: 20820355001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Free Run Omega-3 Hard-Boiled Peeled Eggs, 3x2 packs",Zehrs,Dairy & Eggs,4.29,https://assets.shop.loblaws.ca/products/21048196001/b3/en/front/21048196001_front_a06_@2.png,https://www.zehrs.ca/free-run-omega-3-hard-boiled-peeled-eggs-3x2-packs/p/21048196001_EA,"A source of omega-3 polyunsaturates, each of these large white eggs contains .075 g omega-3 DHA per egg (53 g). The perfect free-run option, these eggs are laid by hens that live in an open-concept barn environment, where they are free to roam, feed, nest and perch* Each pack contains 2 eggs Product Number: 21048196001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Grade A Eggs, Super Extra-Large",Zehrs,Dairy & Eggs,5.68,https://assets.shop.loblaws.ca/products/20822680001/b3/en/front/20822680001_front_a06_@2.png,https://www.zehrs.ca/grade-a-eggs-super-extra-large/p/20822680001_EA,Pick Ontario freshness Product Number: 20822680001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Extra Large Size Free-Range Brown Eggs,Zehrs,Dairy & Eggs,8.08,https://assets.shop.loblaws.ca/products/20813389001/b3/en/front/20813389001_front_a06_@2.png,https://www.zehrs.ca/extra-large-size-free-range-brown-eggs/p/20813389001_EA,"Create a delicious breakfast or brunch spread with Organics Extra Large Size Free-Range Brown Eggs. Cook them scrambled, fried, or boiled and serve with toast. ✓ Did you know…all PC® eggs are consciously sourced from farms using 100% cage-free spaces. Product Number: 20813389001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Omega 3 White Eggs,Zehrs,Dairy & Eggs,6.78,https://assets.shop.loblaws.ca/products/20822519001/b3/en/front/20822519001_front_a06_@2.png,https://www.zehrs.ca/omega-3-white-eggs/p/20822519001_EA,"Omega-3 eggs are produced from hens that have been fed a flax-based diet. They provide an additional source of omega-3 fatty acids and can be used in the same ways as regular eggs. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20822519001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Rowe Farm Free Run XL,Zehrs,Dairy & Eggs,7.28,https://assets.shop.loblaws.ca/products/20821565001/b3/en/front/20821565001_front_a06_@2.png,https://www.zehrs.ca/rowe-farm-free-run-xl/p/20821565001_EA,"Eggs range in size (extra-large, large, medium, etc.) and their shells are either white or brown, depending on the breed of the hen. Crack the thin, protective shell against the edge of a bowl (with one hand, if you want to impress your friends) and use the yolk and egg white inside for your favourite breakfast recipes and desserts. Product Number: 20821565001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Eggs2go! 6 Hard Boiled Peeled Eggs,Zehrs,Dairy & Eggs,5.79,https://assets.shop.loblaws.ca/products/21180376001/b3/en/front/21180376001_front_a06_@2.png,https://www.zehrs.ca/eggs2go-6-hard-boiled-peeled-eggs/p/21180376001_EA,"Peeled & ready-to-eat 12 g of protein* *Per 88 g serving Resealable pouch locks in freshness and flavour! Real eggs. Real easy. Protein-packed and ready-to-go! Eggs2go! are hard-cooked, peeled and ready-to-eat. A perfect addition to any meal, visit burnbreafarms.com for delicious breakfast, lunch and dinner recipes! 0.140 g (140 mg) of DHA omega-3 per 88 g serving Product Number: 21180376001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Salted Butter,Zehrs,Butter & Spreads,6.49,https://assets.shop.loblaws.ca/products/20325029/b3/en/front/20325029_front_a06_@2.png,https://www.zehrs.ca/salted-butter/p/20325029_EA,"Butter is the solid mass resulting from churning freshly separated, pasteurized cream. Product shall be smooth textured with a solid body, the moisture shall be well incorporated and its colour uniform and characteristic of the product. Product Number: 20325029_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Salted Butter,Zehrs,Butter & Spreads,5.99,https://assets.shop.loblaws.ca/products/20559408/b3/en/front/20559408_front_a06_@2.png,https://www.zehrs.ca/salted-butter/p/20559408_EA,"Butter is a dairy product made with cream that has been churned. Typically unsalted butter is used for baking while salted butter is used for cooking, and both taste great smeared over fresh bread. Product Number: 20559408_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Unsalted Butter,Zehrs,Butter & Spreads,6.49,https://assets.shop.loblaws.ca/products/20316543002/b3/en/front/20316543002_front_a06_@2.png,https://www.zehrs.ca/unsalted-butter/p/20316543002_EA,"Unsalted butter, 1 lb ( 454 g) Product Number: 20316543002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Spread,Zehrs,Butter & Spreads,4.29,https://assets.shop.loblaws.ca/products/20061949001/b3/en/front/20061949001_front_a06_@2.png,https://www.zehrs.ca/margarine-spread/p/20061949001_EA,"I Can't Believe It's Not Butter! has an unbelievable buttery flavour and is irresistibly creamy, you won't believe how perfect it is for spreading!Lifestyle & Dietary Needs:KosherGluten FreeNon-hydrogenated Product Number: 20061949001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Salted Butter,Zehrs,Butter & Spreads,7.49,https://assets.shop.loblaws.ca/products/20639926/b3/en/front/20639926_front_a06_@2.png,https://www.zehrs.ca/salted-butter/p/20639926_EA,"Trusted since 1947, Lactantia® Butter has earned the reputation for being the finest-quality butter with a smooth, rich and creamy taste. Lactantia® butter is made with 100% pure pasteurized cream. Canada’s number one brand of butter is available in many varieties tosuit your taste and lifestyle. Product Number: 20639926_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Unsalted Butter,Zehrs,Butter & Spreads,5.99,https://assets.shop.loblaws.ca/products/20559466/b3/en/front/20559466_front_a06_@2.png,https://www.zehrs.ca/unsalted-butter/p/20559466_EA,"Butter is a dairy product made with cream that has been churned. Typically unsalted butter is used for baking while salted butter is used for cooking, and both taste great smeared over fresh bread. Product Number: 20559466_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Original,Zehrs,Butter & Spreads,9.49,https://assets.shop.loblaws.ca/products/20297818002/b3/en/front/20297818002_front_a06_@2.png,https://www.zehrs.ca/margarine-original/p/20297818002_EA,"Proudly crafted in Canada, Becel Original has been a staple in Canadians' kitchens for over 40 years. Whether it's a freshly toasted bagel to start your day, eggs scrambled to perfection for a simple lunch, or a batch of delightfully soft and chewy cookies, treat your family to that iconic Becel taste you know and love. Ideal for cooking, baking or spreading, Becel Original can be used as a 1:1 swap for butter in your favourite sweet or savoury dish. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 20297818002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Original,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/20322707001/b3/en/front/20322707001_front_a06_@2.png,https://www.zehrs.ca/margarine-original/p/20322707001_EA,"Proudly crafted in Canada, Becel Original has been a staple in Canadians' kitchens for over 40 years. Whether it's a freshly toasted bagel to start your day, eggs scrambled to perfection for a simple lunch, or a batch of delightfully soft and chewy cookies, treat your family to that iconic Becel taste you know and love. Ideal for cooking, baking or spreading, Becel Original can be used as a 1:1 swap for butter in your favourite sweet or savoury dish. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 20322707001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine with Olive Oil,Zehrs,Butter & Spreads,9.49,https://assets.shop.loblaws.ca/products/21279389/b3/en/front/21279389_front_a06_@2.png,https://www.zehrs.ca/margarine-with-olive-oil/p/21279389_EA,"If you love olive oil, you'll love Becel with Olive Oil. Ideal for cooking, spreading and baking, Becel with Olive Oil is the perfect kitchen partner to help you embrace the spirit of the Mediterranean. Becel can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21279389_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Salted Butter Sticks, 4 units",Zehrs,Butter & Spreads,8.99,https://assets.shop.loblaws.ca/products/20315960/b3/en/front/20315960_front_a06_@2.png,https://www.zehrs.ca/salted-butter-sticks-4-units/p/20315960_EA,"Trusted since 1947, Lactantia® Butter has earned the reputation for being the finest-quality butter with a smooth, rich and creamy taste. Lactantia® butter is made with 100% pure pasteurized cream. Canada’s number one brand of butter is available in many varieties tosuit your taste and lifestyle. Product Number: 20315960_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine with Olive Oil,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/21279391/b3/en/front/21279391_front_a06_@2.png,https://www.zehrs.ca/margarine-with-olive-oil/p/21279391_EA,"If you love olive oil, you'll love Becel with Olive Oil. Ideal for cooking, spreading and baking, Becel with Olive Oil is the perfect kitchen partner to help you embrace the spirit of the Mediterranean. Becel can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21279391_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Country Churned Salted Butter,Zehrs,Butter & Spreads,8.49,https://assets.shop.loblaws.ca/products/20313456002/b3/en/front/20313456002_front_a06_@2.png,https://www.zehrs.ca/country-churned-salted-butter/p/20313456002_EA,"Country Churned Salted Butter includes 4 individually wrapped sticks. Flavoursome and creamy, it's perfect spread on toast or added to your favourite pasta dishes. Product Number: 20313456002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Country Churned Unsalted Butter,Zehrs,Butter & Spreads,8.49,https://assets.shop.loblaws.ca/products/20313456001/b3/en/front/20313456001_front_a06_@2.png,https://www.zehrs.ca/country-churned-unsalted-butter/p/20313456001_EA,PC® Country Churned Unsalted Butter is prepared using an old-fashioned churning method and fresh cream. Ideal for cooking and baking. Product Number: 20313456001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Margarine Club Pack,Zehrs,Butter & Spreads,8.99,https://assets.shop.loblaws.ca/products/20084892/b3/en/front/20084892_front_a06_@2.png,https://www.zehrs.ca/margarine-club-pack/p/20084892_EA,"Non-hydrogenated Imperial soft margarine is made from the goodness of soya oil and has a deliciously creamy, melt in your mouth taste. It is perfect for spreading, topping, frying and baking. Lifestyle & Dietary Needs: Kosher Gluten Free Non-hydrogenated Product Number: 20084892_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Vegan,Zehrs,Butter & Spreads,9.49,https://assets.shop.loblaws.ca/products/21279333/b3/en/front/21279333_front_a06_@2.png,https://www.zehrs.ca/margarine-vegan/p/21279333_EA,"Great for vegans, enjoyed by everyone. Becel Vegan has a creamy texture, is great for spreading, cooking and baking, and is deliciously plant-based. Becel Vegan is gluten- and dairy-free and can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel Vegan is low in saturated fat and has no trans fats or dairy. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Halal Vegan Certified Plant-Based Gluten-free Dairy-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21279333_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Unsalted Butter,Zehrs,Butter & Spreads,7.49,https://assets.shop.loblaws.ca/products/20296112005/b3/en/front/20296112005_front_a06_@2.png,https://www.zehrs.ca/unsalted-butter/p/20296112005_EA,"Trusted since 1947, Lactantia® Butter has earned the reputation for being the finest-quality butter with a smooth, rich and creamy taste. Lactantia® butter is made with 100% pure pasteurized cream. Canada’s number one brand of butter is available in many varieties tosuit your taste and lifestyle. Product Number: 20296112005_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"My Country Unsalted Butter Sticks, 4 units",Zehrs,Butter & Spreads,8.99,https://assets.shop.loblaws.ca/products/20056675/b3/en/front/20056675_front_a06_@2.png,https://www.zehrs.ca/my-country-unsalted-butter-sticks-4-units/p/20056675_EA,"Trusted since 1947, Lactantia® Butter has earned the reputation for being the finest-quality butter with a smooth, rich and creamy taste. Lactantia® butter is made with 100% pure pasteurized cream. Canada’s number one brand of butter is available in many varieties tosuit your taste and lifestyle. Product Number: 20056675_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Spreadables Butter With Canola Oil,Zehrs,Butter & Spreads,6.29,https://assets.shop.loblaws.ca/products/20119926002/b3/en/front/20119926002_front_a06_@2.png,https://www.zehrs.ca/spreadables-butter-with-canola-oil/p/20119926002_EA,Spreadable butter with canola oil. Product Number: 20119926002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Garlic & Provençal Herb Butter,Zehrs,Butter & Spreads,4.49,https://assets.shop.loblaws.ca/products/20106744/b3/en/front/20106744_front_a06_@2.png,https://www.zehrs.ca/garlic-proven-al-herb-butter/p/20106744_EA,"Trusted since 1947, Lactantia® Butter has earned the reputation for being the finest-quality butter with a smooth, rich and creamy taste. Lactantia® butter is made with 100% pure pasteurized cream. Canada’s number one brand of butter is available in many varieties tosuit your taste and lifestyle. Product Number: 20106744_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Blue Menu Margarine with Olive Oil,Zehrs,Butter & Spreads,6.49,https://assets.shop.loblaws.ca/products/20604430/b3/en/front/20604430_front_a06_@2.png,https://www.zehrs.ca/blue-menu-margarine-with-olive-oil/p/20604430_EA,"Blue Menu Margarine with Olive Oil is spreadable and great for cooking. Trans-fat-free and non-hydrogenated, it's a source of omega-3 polyunsaturates and vitamins A and D. Product Number: 20604430_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Vegan,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/21279330/b3/en/front/21279330_front_a06_@2.png,https://www.zehrs.ca/margarine-vegan/p/21279330_EA,"Great for vegans, enjoyed by everyone. Becel Vegan has a creamy texture, is great for spreading, cooking and baking, and is deliciously plant-based. Becel Vegan is gluten- and dairy-free and can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel Vegan is low in saturated fat and has no trans fats or dairy. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Halal Vegan Certified Plant-Based Gluten-free Dairy-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21279330_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine with Avocado Oil,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/21044719/b3/en/front/21044719_front_a06_@2.png,https://www.zehrs.ca/margarine-with-avocado-oil/p/21044719_EA,"Can't get enough of avocado oil? Becel with Avocado oil is great for cooking, baking and spreading. Try it with some Avocado toast or eggs benedict, when sauteeing veg or simply spread on a toasted bagel. Becel can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21044719_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Unsalted Plant-Based Sticks,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/21088940/b3/en/front/21088940_front_a06_@2.png,https://www.zehrs.ca/margarine-unsalted-plant-based-sticks/p/21088940_EA,"Becel Sticks make baking easier. They are ready to use straight from the fridge, with no softening needed. Made with the great taste of Becel, they come in 4 pre-measured ½ cup baking sticks, are Vegan & dairy free and are a 1:1 swap for butter in any recipe. Made with no artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Vegan Dairy-free Lactose-free Gluten-free No artificial preservatives Non-hydrogenated Contains Soy Product Number: 21088940_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine with Avocado Oil,Zehrs,Butter & Spreads,9.49,https://assets.shop.loblaws.ca/products/21044725/b3/en/front/21044725_front_a06_@2.png,https://www.zehrs.ca/margarine-with-avocado-oil/p/21044725_EA,"Can't get enough of avocado oil? Becel with Avocado oil is great for cooking, baking and spreading. Try it with some Avocado toast or eggs benedict, when sauteeing veg or simply spread on a toasted bagel. Becel can be used as a 1:1 swap for butter in your favourite sweet or savoury dishes. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. No artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No artificial preservatives No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Source of omega-3 Product Number: 21044725_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
55% Vegetable Oil Margarine,Zehrs,Butter & Spreads,3.99,https://assets.shop.loblaws.ca/products/21535351/b3/en/front/21535351_front_a06_@2.png,https://www.zehrs.ca/55-vegetable-oil-margarine/p/21535351_EA,"Non-hydrogenated Imperial soft margarine is made from the goodness of soya oil and has a deliciously creamy, melt in your mouth taste. It is perfect for spreading, topping, frying and baking. Lifestyle & Dietary Needs:KosherGluten FreeNon-hydrogenated Product Number: 21535351_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margarine Salted Plant-Based Sticks,Zehrs,Butter & Spreads,5.49,https://assets.shop.loblaws.ca/products/21088919/b3/en/front/21088919_front_a06_@2.png,https://www.zehrs.ca/margarine-salted-plant-based-sticks/p/21088919_EA,"Becel Sticks make baking easier. They are ready to use straight from the fridge, with no softening needed. Made with the great taste of Becel, they come in 4 pre-measured ½ cup baking sticks, are Vegan & dairy free and are a 1:1 swap for butter in any recipe. Made with no artificial preservatives, flavours or colours. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Vegan Dairy-free Lactose-free Gluten-free No artificial preservatives Non-hydrogenated Contains Soy Product Number: 21088919_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Garlic Spread,Zehrs,Butter & Spreads,2.99,https://assets.shop.loblaws.ca/products/20167731/b3/en/front/20167731_front_a06_@2.png,https://www.zehrs.ca/garlic-spread/p/20167731_EA,Margarine-based spread made with fresh garlic and herbs. Product Number: 20167731_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Blue Menu Original Margarine,Zehrs,Butter & Spreads,6.49,https://assets.shop.loblaws.ca/products/20604565/b3/en/front/20604565_front_a06_@2.png,https://www.zehrs.ca/blue-menu-original-margarine/p/20604565_EA,"Blue Menu Original Margarine is smooth and spreadable. Trans-fat-free and non-hydrogenated, it's a source of omega-3 polyunsaturates and vitamins A and D. Product Number: 20604565_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Plant Butter, Salted",Zehrs,Butter & Spreads,5.99,https://assets.shop.loblaws.ca/products/21279365/b3/en/front/21279365_front_a06_@2.png,https://www.zehrs.ca/plant-butter-salted/p/21279365_EA,"Becel® Plant-Based Butter tastes, cooks, and bakes like dairy butter. Vegan and dairy free, it's the perfect 1:1 swap for butter in any recipe. Butter lovers love it. No artificial preservatives, flavours or colours. Lifestyle & Dietary Needs: Kosher, Vegan, Halal, Dairy-free, Lactose-free, Gluten-free, No artificial preservatives, Non-hydrogenated. Product Number: 21279365_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Calorie-Reduced Margarine Light,Zehrs,Butter & Spreads,9.49,https://assets.shop.loblaws.ca/products/20297818003/b3/en/front/20297818003_front_a06_@2.png,https://www.zehrs.ca/calorie-reduced-margarine-light/p/20297818003_EA,"Ideal for those on a calorie-reduced diet, Becel Light offers a lighter alternative while delivering the Becel taste you know and love. A healthy diet low in saturated and trans fats may reduce the risk of heart disease. Becel is low in saturated fat and has no trans fat. Made with plant-based oils. Lifestyle & Dietary Needs: Kosher Gluten-free No trans fat Cholesterol free Low in saturated fat Non-hydrogenated Product Number: 20297818003_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Wild Haddock Fillets Skinless Boneless,Zehrs,Fish & Seafood,8,https://assets.shop.loblaws.ca/products/20153570/b3/en/front/20153570_front_a06_@2.png,https://www.zehrs.ca/wild-haddock-fillets-skinless-boneless/p/20153570_EA,Frozen Wild Haddock Fillets Product Number: 20153570_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Basa Steaks,Zehrs,Fish & Seafood,14.98,https://assets.shop.loblaws.ca/products/20910469/b3/en/front/20910469_front_a06_@2.png,https://www.zehrs.ca/basa-steaks/p/20910469_EA,Product Number: 20910469_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
